file_name	sample_id	..filter..
/projects/fmba_covid/fmba_new/corr/020003060808_S142_L002.clonotypes.TRB.txt	020003060808_S142_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/020003100808_S19_L001.clonotypes.TRB.txt	020003100808_S19_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/020003190808_S12_L001.clonotypes.TRB.txt	020003190808_S12_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/020003200808_S13_L001.clonotypes.TRB.txt	020003200808_S13_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/020003810808_S104_L002.clonotypes.TRB.txt	020003810808_S104_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/020003830808_S150_L002.clonotypes.TRB.txt	020003830808_S150_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/020003840808_S118_L002.clonotypes.TRB.txt	020003840808_S118_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/020003890808_S67_L001.clonotypes.TRB.txt	020003890808_S67_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/020003900808_S43_L001.clonotypes.TRB.txt	020003900808_S43_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/020003940808_S10_L001.clonotypes.TRB.txt	020003940808_S10_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/020004000808_S83_L001.clonotypes.TRB.txt	020004000808_S83_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/020004070808_S4_L001.clonotypes.TRB.txt	020004070808_S4_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/020004130808_S110_L002.clonotypes.TRB.txt	020004130808_S110_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/020004200808_S75_L001.clonotypes.TRB.txt	020004200808_S75_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000010808_S69_L001.clonotypes.TRB.txt	050000010808_S69_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000050808_S7_L001.clonotypes.TRB.txt	050000050808_S7_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000070808_S18_L001.clonotypes.TRB.txt	050000070808_S18_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000090808_S60_L001.clonotypes.TRB.txt	050000090808_S60_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000130808_S85_L001.clonotypes.TRB.txt	050000130808_S85_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000200808_S157_L002.clonotypes.TRB.txt	050000200808_S157_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000230808_S160_L002.clonotypes.TRB.txt	050000230808_S160_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000240808_S85_L001.clonotypes.TRB.txt	050000240808_S85_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000320808_S21_L001.clonotypes.TRB.txt	050000320808_S21_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000440808_S15_L001.clonotypes.TRB.txt	050000440808_S15_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000480808_S17_L001.clonotypes.TRB.txt	050000480808_S17_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000520808_S26_L001.clonotypes.TRB.txt	050000520808_S26_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000540808_S31_L001.clonotypes.TRB.txt	050000540808_S31_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000550808_S168_L002.clonotypes.TRB.txt	050000550808_S168_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000600808_S32_L001.clonotypes.TRB.txt	050000600808_S32_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000610808_S31_L001.clonotypes.TRB.txt	050000610808_S31_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000630808_S56_L001.clonotypes.TRB.txt	050000630808_S56_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000670808_S53_L001.clonotypes.TRB.txt	050000670808_S53_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000710808_S176_L002.clonotypes.TRB.txt	050000710808_S176_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000730808_S19_L001.clonotypes.TRB.txt	050000730808_S19_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000740808_S184_L002.clonotypes.TRB.txt	050000740808_S184_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000750808_S77_L001.clonotypes.TRB.txt	050000750808_S77_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000810808_S66_L001.clonotypes.TRB.txt	050000810808_S66_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000880808_S30_L001.clonotypes.TRB.txt	050000880808_S30_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000930808_S29_L001.clonotypes.TRB.txt	050000930808_S29_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000970808_S55_L001.clonotypes.TRB.txt	050000970808_S55_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000980808_S127_L002.clonotypes.TRB.txt	050000980808_S127_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050000990808_S40_L001.clonotypes.TRB.txt	050000990808_S40_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001010808_S65_L001.clonotypes.TRB.txt	050001010808_S65_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001030808_S28_L001.clonotypes.TRB.txt	050001030808_S28_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001050808_S27_L001.clonotypes.TRB.txt	050001050808_S27_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001070808_S161_L002.clonotypes.TRB.txt	050001070808_S161_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001090808_S45_L001.clonotypes.TRB.txt	050001090808_S45_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001100808_S169_L002.clonotypes.TRB.txt	050001100808_S169_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001130808_S22_L001.clonotypes.TRB.txt	050001130808_S22_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001150808_S152_L002.clonotypes.TRB.txt	050001150808_S152_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001170808_S145_L002.clonotypes.TRB.txt	050001170808_S145_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001190808_S69_L001.clonotypes.TRB.txt	050001190808_S69_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001200808_S52_L001.clonotypes.TRB.txt	050001200808_S52_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001210808_S129_L002.clonotypes.TRB.txt	050001210808_S129_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001230808_S61_L001.clonotypes.TRB.txt	050001230808_S61_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001290808_S51_L001.clonotypes.TRB.txt	050001290808_S51_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001310808_S137_L002.clonotypes.TRB.txt	050001310808_S137_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001330808_S153_L002.clonotypes.TRB.txt	050001330808_S153_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001350808_S79_L001.clonotypes.TRB.txt	050001350808_S79_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001460808_S192_L002.clonotypes.TRB.txt	050001460808_S192_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001490807_S113_L002.clonotypes.TRB.txt	050001490807_S113_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001520807_S182_L002.clonotypes.TRB.txt	050001520807_S182_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001600807_S97_L002.clonotypes.TRB.txt	050001600807_S97_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001610808_S25_L001.clonotypes.TRB.txt	050001610808_S25_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001690807_S105_L002.clonotypes.TRB.txt	050001690807_S105_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001700808_S63_L001.clonotypes.TRB.txt	050001700808_S63_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001710808_S24_L001.clonotypes.TRB.txt	050001710808_S24_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001720808_S75_L001.clonotypes.TRB.txt	050001720808_S75_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001750808_S139_L002.clonotypes.TRB.txt	050001750808_S139_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001780808_S61_L001.clonotypes.TRB.txt	050001780808_S61_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001790808_S55_L001.clonotypes.TRB.txt	050001790808_S55_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001810808_S74_L001.clonotypes.TRB.txt	050001810808_S74_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001820808_S39_L001.clonotypes.TRB.txt	050001820808_S39_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001830808_S76_L001.clonotypes.TRB.txt	050001830808_S76_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001870808_S147_L002.clonotypes.TRB.txt	050001870808_S147_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001890808_S86_L001.clonotypes.TRB.txt	050001890808_S86_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001920808_S78_L001.clonotypes.TRB.txt	050001920808_S78_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001960808_S39_L001.clonotypes.TRB.txt	050001960808_S39_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001980808_S62_L001.clonotypes.TRB.txt	050001980808_S62_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050001990808_S123_L002.clonotypes.TRB.txt	050001990808_S123_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002000808_S73_L001.clonotypes.TRB.txt	050002000808_S73_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002010808_S60_L001.clonotypes.TRB.txt	050002010808_S60_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002020808_S115_L002.clonotypes.TRB.txt	050002020808_S115_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002030808_S38_L001.clonotypes.TRB.txt	050002030808_S38_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002040808_S59_L001.clonotypes.TRB.txt	050002040808_S59_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002050808_S131_L002.clonotypes.TRB.txt	050002050808_S131_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002060808_S54_L001.clonotypes.TRB.txt	050002060808_S54_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002070808_S58_L001.clonotypes.TRB.txt	050002070808_S58_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002090808_S74_L001.clonotypes.TRB.txt	050002090808_S74_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002120808_S57_L001.clonotypes.TRB.txt	050002120808_S57_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002130808_S46_L001.clonotypes.TRB.txt	050002130808_S46_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002170808_S77_L001.clonotypes.TRB.txt	050002170808_S77_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002210808_S155_L002.clonotypes.TRB.txt	050002210808_S155_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002290808_S117_L002.clonotypes.TRB.txt	050002290808_S117_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002340808_S116_L002.clonotypes.TRB.txt	050002340808_S116_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002460808_S119_L002.clonotypes.TRB.txt	050002460808_S119_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050002630808_S113_L002.clonotypes.TRB.txt	050002630808_S113_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050003120808_S112_L002.clonotypes.TRB.txt	050003120808_S112_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050003130808_S114_L002.clonotypes.TRB.txt	050003130808_S114_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050003450808_S118_L002.clonotypes.TRB.txt	050003450808_S118_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/050003560808_S115_L002.clonotypes.TRB.txt	050003560808_S115_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/140000540808_S105_L002.clonotypes.TRB.txt	140000540808_S105_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/140000670808_S102_L002.clonotypes.TRB.txt	140000670808_S102_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/140001090808_S98_L002.clonotypes.TRB.txt	140001090808_S98_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/140003720808_S103_L002.clonotypes.TRB.txt	140003720808_S103_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/140003810808_S104_L002.clonotypes.TRB.txt	140003810808_S104_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210000150808_S59_L001.clonotypes.TRB.txt	210000150808_S59_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210000170808_S167_L002.clonotypes.TRB.txt	210000170808_S167_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210000460808_S175_L002.clonotypes.TRB.txt	210000460808_S175_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210000470808_S143_L002.clonotypes.TRB.txt	210000470808_S143_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210000500808_S161_L002.clonotypes.TRB.txt	210000500808_S161_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210000600808_S129_L002.clonotypes.TRB.txt	210000600808_S129_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210000620808_S183_L002.clonotypes.TRB.txt	210000620808_S183_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210000660808_S157_L002.clonotypes.TRB.txt	210000660808_S157_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210001430808_S166_L002.clonotypes.TRB.txt	210001430808_S166_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210001500808_S145_L002.clonotypes.TRB.txt	210001500808_S145_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210001740808_S153_L002.clonotypes.TRB.txt	210001740808_S153_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210001750808_S111_L002.clonotypes.TRB.txt	210001750808_S111_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210001780808_S190_L002.clonotypes.TRB.txt	210001780808_S190_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210001800808_S136_L002.clonotypes.TRB.txt	210001800808_S136_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210001810808_S182_L002.clonotypes.TRB.txt	210001810808_S182_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210001870808_S127_L002.clonotypes.TRB.txt	210001870808_S127_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210001940808_S174_L002.clonotypes.TRB.txt	210001940808_S174_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002010808_S128_L002.clonotypes.TRB.txt	210002010808_S128_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002050808_S110_L002.clonotypes.TRB.txt	210002050808_S110_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002060808_S118_L002.clonotypes.TRB.txt	210002060808_S118_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002070808_S152_L002.clonotypes.TRB.txt	210002070808_S152_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002120808_S169_L002.clonotypes.TRB.txt	210002120808_S169_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002140808_S142_L002.clonotypes.TRB.txt	210002140808_S142_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002150808_S189_L002.clonotypes.TRB.txt	210002150808_S189_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002270808_S160_L002.clonotypes.TRB.txt	210002270808_S160_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002400808_S141_L002.clonotypes.TRB.txt	210002400808_S141_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002410808_S177_L002.clonotypes.TRB.txt	210002410808_S177_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002420808_S150_L002.clonotypes.TRB.txt	210002420808_S150_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002440808_S113_L002.clonotypes.TRB.txt	210002440808_S113_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002460808_S126_L002.clonotypes.TRB.txt	210002460808_S126_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002540808_S134_L002.clonotypes.TRB.txt	210002540808_S134_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002840808_S149_L002.clonotypes.TRB.txt	210002840808_S149_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002850808_S120_L002.clonotypes.TRB.txt	210002850808_S120_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002860808_S173_L002.clonotypes.TRB.txt	210002860808_S173_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002880808_S181_L002.clonotypes.TRB.txt	210002880808_S181_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002900808_S144_L002.clonotypes.TRB.txt	210002900808_S144_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210002930808_S135_L002.clonotypes.TRB.txt	210002930808_S135_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210003070808_S84_L001.clonotypes.TRB.txt	210003070808_S84_L001.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210003140808_S158_L002.clonotypes.TRB.txt	210003140808_S158_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
/projects/fmba_covid/fmba_new/corr/210003260808_S137_L002.clonotypes.TRB.txt	210003260808_S137_L002.clonotypes.TRB	conv:MiXcr,corr:2:0.05:all
