sample_name	feature frequency	cohorts	features
210003070808	0.02385	FMBA_healthy	FMBA_features
210003140808	0.0258	FMBA_healthy	FMBA_features
210003260808	0.0138	FMBA_healthy	FMBA_features
210003310808	0.0293	FMBA_healthy	FMBA_features
210003370808	0.02615	FMBA_healthy	FMBA_features
210004070808	0.01785	FMBA_healthy	FMBA_features
210004320808	0.02495	FMBA_healthy	FMBA_features
210004500808	0.02155	FMBA_healthy	FMBA_features
230002070807	0.0201	FMBA_IgM-_IgG+	FMBA_features
230002080807	0.0199	FMBA_IgM-_IgG+	FMBA_features
230002180807	0.02845	FMBA_IgM-_IgG+	FMBA_features
230002190808	0.02225	FMBA_healthy	FMBA_features
230002210807	0.02835	FMBA_IgM-_IgG+	FMBA_features
230003020807	0.02685	FMBA_healthy	FMBA_features
230003070807	0.02635	FMBA_healthy	FMBA_features
230003090807	0.02705	FMBA_healthy	FMBA_features
230003110807	0.01855	FMBA_healthy	FMBA_features
230003320807	0.0357	FMBA_IgM+	FMBA_features
230003440807	0.0192	FMBA_IgM+	FMBA_features
240101560808	0.01075	FMBA_IgM+	FMBA_features
240101580808	0.0172	FMBA_IgM+	FMBA_features
240101640808	0.01665	FMBA_IgM-_IgG+	FMBA_features
250002500808	0.0155	FMBA_IgM-_IgG+	FMBA_features
250002590808	0.01175	FMBA_IgM+	FMBA_features
250002810808	0.0149	FMBA_IgM-_IgG+	FMBA_features
250002870808	0.01535	FMBA_IgM+	FMBA_features
250003110808	0.0142	FMBA_IgM+	FMBA_features
250003530808	0.0247	FMBA_IgM+	FMBA_features
260000240807	0.0149	FMBA_IgM-_IgG+	FMBA_features
260002050807	0.0182	FMBA_IgM+	FMBA_features
260002180807	0.01435	FMBA_healthy	FMBA_features
260002830808	0.01205	FMBA_IgM-_IgG+	FMBA_features
260002890808	0.019	FMBA_IgM+	FMBA_features
260002920808	0.0219	FMBA_IgM-_IgG+	FMBA_features
260003070807	0.01725	FMBA_IgM+	FMBA_features
260004160808	0.0151	FMBA_IgM+	FMBA_features
260004180808	0.0166	FMBA_IgM+	FMBA_features
260004220808	0.01495	FMBA_IgM+	FMBA_features
270000010808	0.0234	FMBA_healthy	FMBA_features
270000020808	0.02985	FMBA_IgM-_IgG+	FMBA_features
270000030808	0.0208	FMBA_healthy	FMBA_features
270000040808	0.02125	FMBA_healthy	FMBA_features
270000050808	0.0248	FMBA_healthy	FMBA_features
270000060808	0.02065	FMBA_healthy	FMBA_features
270000070808	0.015	FMBA_IgM-_IgG+	FMBA_features
270000080807	0.0291	FMBA_healthy	FMBA_features
270000090808	0.02145	FMBA_IgM-_IgG+	FMBA_features
270000100807	0.02575	FMBA_healthy	FMBA_features
270000110808	0.02135	FMBA_healthy	FMBA_features
270000120808	0.0268	FMBA_IgM-_IgG+	FMBA_features
270000130807	0.02305	FMBA_healthy	FMBA_features
270000140808	0.0229	FMBA_healthy	FMBA_features
270000150807	0.02365	FMBA_healthy	FMBA_features
270000160807	0.02915	FMBA_healthy	FMBA_features
270000190808	0.02195	FMBA_IgM-_IgG+	FMBA_features
270000200808	0.0251	FMBA_IgM-_IgG+	FMBA_features
270000270808	0.0198	FMBA_healthy	FMBA_features
270000290808	0.01995	FMBA_healthy	FMBA_features
270000580808	0.03015	FMBA_IgM-_IgG+	FMBA_features
270000620808	0.03455	FMBA_healthy	FMBA_features
270000870808	0.024	FMBA_IgM-_IgG+	FMBA_features
270001010808	0.02815	FMBA_healthy	FMBA_features
270001050808	0.0224	FMBA_IgM+	FMBA_features
270001070808	0.02225	FMBA_healthy	FMBA_features
270001180808	0.0313	FMBA_IgM-_IgG+	FMBA_features
270001190808	0.0301	FMBA_IgM+	FMBA_features
270001310808	0.02165	FMBA_healthy	FMBA_features
280001570807	0.00955	FMBA_IgM+	FMBA_features
280001880807	0.00955	FMBA_IgM-_IgG+	FMBA_features
280001890807	0.01455	FMBA_IgM-_IgG+	FMBA_features
280002120807	0.0129	FMBA_IgM-_IgG+	FMBA_features
280002450807	0.01315	FMBA_IgM+	FMBA_features
280002460807	0.0124	FMBA_IgM+	FMBA_features
280002540807	0.01045	FMBA_IgM+	FMBA_features
280002900807	0.00885	FMBA_IgM+	FMBA_features
280002980807	0.01135	FMBA_IgM+	FMBA_features
290000390808	0.0179	FMBA_IgM+	FMBA_features
290002570808	0.02135	FMBA_IgM-_IgG+	FMBA_features
290002620808	0.014	FMBA_IgM+	FMBA_features
290002630808	0.01365	FMBA_IgM-_IgG+	FMBA_features
300000710808	0.01835	FMBA_healthy	FMBA_features
300000920808	0.0189	FMBA_IgM-_IgG+	FMBA_features
300000940808	0.01085	FMBA_IgM+	FMBA_features
300000960808	0.01245	FMBA_IgM+	FMBA_features
330000090808	0.0121	FMBA_IgM-_IgG+	FMBA_features
330000100807	0.02935	FMBA_healthy	FMBA_features
330000130808	0.01465	FMBA_IgM+	FMBA_features
330000310807	0.01115	FMBA_healthy	FMBA_features
330000340807	0.0194	FMBA_healthy	FMBA_features
330000350808	0.00775	FMBA_healthy	FMBA_features
330000380808	0.0092	FMBA_IgM-_IgG+	FMBA_features
330000390808	0.01545	FMBA_healthy	FMBA_features
330000410808	0.01705	FMBA_healthy	FMBA_features
330000430808	0.01195	FMBA_IgM+	FMBA_features
330000440808	0.01615	FMBA_IgM-_IgG+	FMBA_features
330000450808	0.0173	FMBA_IgM-_IgG+	FMBA_features
330000460807	0.02875	FMBA_healthy	FMBA_features
330000500808	0.00965	FMBA_IgM-_IgG+	FMBA_features
330000510808	0.01255	FMBA_IgM+	FMBA_features
330000520808	0.0129	FMBA_IgM+	FMBA_features
330000540808	0.0187	FMBA_IgM+	FMBA_features
330000550808	0.0134	FMBA_IgM+	FMBA_features
330000560808	0.01325	FMBA_IgM+	FMBA_features
330000580808	0.0116	FMBA_healthy	FMBA_features
330000590808	0.01475	FMBA_IgM+	FMBA_features
330000600808	0.01565	FMBA_IgM+	FMBA_features
330000610808	0.0191	FMBA_IgM+	FMBA_features
330000620808	0.01335	FMBA_IgM+	FMBA_features
330000630808	0.01785	FMBA_IgM+	FMBA_features
330000640808	0.015	FMBA_IgM+	FMBA_features
330000650808	0.0131	FMBA_IgM+	FMBA_features
330000660808	0.018	FMBA_IgM+	FMBA_features
330000670808	0.02625	FMBA_IgM-_IgG+	FMBA_features
330000680808	0.013	FMBA_IgM-_IgG+	FMBA_features
330000700808	0.022	FMBA_IgM-_IgG+	FMBA_features
330000710808	0.00825	FMBA_healthy	FMBA_features
330000730808	0.01255	FMBA_IgM-_IgG+	FMBA_features
330000740808	0.0105	FMBA_IgM-_IgG+	FMBA_features
330000750808	0.0227	FMBA_IgM-_IgG+	FMBA_features
330000780808	0.01525	FMBA_healthy	FMBA_features
330000800808	0.02105	FMBA_IgM-_IgG+	FMBA_features
330000810808	0.01375	FMBA_IgM+	FMBA_features
330000860808	0.01255	FMBA_healthy	FMBA_features
330000870808	0.01505	FMBA_IgM-_IgG+	FMBA_features
330000950808	0.01855	FMBA_healthy	FMBA_features
330000960808	0.01085	FMBA_healthy	FMBA_features
330000980808	0.01695	FMBA_healthy	FMBA_features
330001030808	0.01695	FMBA_IgM-_IgG+	FMBA_features
330001050808	0.0205	FMBA_healthy	FMBA_features
330001060808	0.00855	FMBA_healthy	FMBA_features
330001070808	0.00925	FMBA_healthy	FMBA_features
330001080808	0.0152	FMBA_healthy	FMBA_features
330001110808	0.00715	FMBA_healthy	FMBA_features
330001180807	0.0119	FMBA_IgM-_IgG+	FMBA_features
330001250808	0.00985	FMBA_IgM-_IgG+	FMBA_features
330001280808	0.01685	FMBA_IgM+	FMBA_features
330001290807	0.0146	FMBA_IgM-_IgG+	FMBA_features
330001390807	0.0125	FMBA_IgM-_IgG+	FMBA_features
330001710808	0.0106	FMBA_IgM-_IgG+	FMBA_features
330001730808	0.0199	FMBA_IgM-_IgG+	FMBA_features
330001790808	0.01	FMBA_IgM+	FMBA_features
330001850808	0.01235	FMBA_IgM-_IgG+	FMBA_features
330001870808	0.02215	FMBA_IgM+	FMBA_features
330002060808	0.01055	FMBA_IgM-_IgG+	FMBA_features
330002090808	0.0159	FMBA_IgM+	FMBA_features
330002250808	0.011	FMBA_IgM-_IgG+	FMBA_features
330002360808	0.0116	FMBA_IgM+	FMBA_features
330002370808	0.014	FMBA_IgM+	FMBA_features
330002520808	0.02155	FMBA_IgM+	FMBA_features
330002580808	0.0132	FMBA_IgM+	FMBA_features
330002940808	0.0123	FMBA_IgM-_IgG+	FMBA_features
330003060808	0.02305	FMBA_healthy	FMBA_features
330003180807	0.01855	FMBA_healthy	FMBA_features
330003360808	0.0176	FMBA_healthy	FMBA_features
340002510808	0.0123	FMBA_IgM+	FMBA_features
340002530808	0.01295	FMBA_IgM-_IgG+	FMBA_features
340002540808	0.02015	FMBA_IgM+	FMBA_features
340002950808	0.01335	FMBA_IgM+	FMBA_features
340002960808	0.0085	FMBA_IgM-_IgG+	FMBA_features
340003480808	0.0128	FMBA_healthy	FMBA_features
360001370808	0.0229	FMBA_IgM+	FMBA_features
360001380808	0.0186	FMBA_IgM+	FMBA_features
360001390808	0.01025	FMBA_IgM-_IgG+	FMBA_features
360001400808	0.016	FMBA_IgM+	FMBA_features
360001410808	0.0091	FMBA_IgM-_IgG+	FMBA_features
360001420808	0.00765	FMBA_IgM+	FMBA_features
360001430808	0.0117	FMBA_IgM-_IgG+	FMBA_features
360001440808	0.009	FMBA_IgM-_IgG+	FMBA_features
360001560808	0.0177	FMBA_IgM-_IgG+	FMBA_features
360001680808	0.0112	FMBA_IgM+	FMBA_features
360001830808	0.0144	FMBA_IgM-_IgG+	FMBA_features
360001840808	0.0138	FMBA_IgM-_IgG+	FMBA_features
370000490808	0.0258	FMBA_IgM+	FMBA_features
370000570808	0.0138	FMBA_IgM+	FMBA_features
370000580808	0.0148	FMBA_IgM-_IgG+	FMBA_features
400000130808	0.01345	FMBA_IgM-_IgG+	FMBA_features
400000180808	0.0174	FMBA_IgM+	FMBA_features
400000210808	0.0172	FMBA_IgM+	FMBA_features
400000250808	0.01295	FMBA_IgM-_IgG+	FMBA_features
400000290808	0.0119	FMBA_IgM-_IgG+	FMBA_features
400000310808	0.012	FMBA_IgM-_IgG+	FMBA_features
400002860808	0.0226	FMBA_IgM+	FMBA_features
400003590808	0.0227	FMBA_IgM+	FMBA_features
400004310808	0.02225	FMBA_IgM-_IgG+	FMBA_features
400004360808	0.0175	FMBA_IgM+	FMBA_features
410004360808	0.01835	FMBA_IgM+	FMBA_features
440000030808	0.01585	FMBA_IgM-_IgG+	FMBA_features
440000040808	0.0199	FMBA_healthy	FMBA_features
440000110808	0.0262	FMBA_healthy	FMBA_features
440000180808	0.0238	FMBA_healthy	FMBA_features
440000190808	0.0255	FMBA_healthy	FMBA_features
440000200808	0.02295	FMBA_healthy	FMBA_features
440000310808	0.0233	FMBA_healthy	FMBA_features
440000490808	0.0144	FMBA_IgM-_IgG+	FMBA_features
440000500808	0.0269	FMBA_healthy	FMBA_features
440000530808	0.02135	FMBA_healthy	FMBA_features
440000570808	0.02595	FMBA_healthy	FMBA_features
440000650808	0.0216	FMBA_healthy	FMBA_features
440000790808	0.0101	FMBA_IgM-_IgG+	FMBA_features
440000810101	0.01985	FMBA_healthy	FMBA_features
440000860808	0.0196	FMBA_IgM-_IgG+	FMBA_features
440000880101	0.02055	FMBA_healthy	FMBA_features
440000940101	0.0212	FMBA_healthy	FMBA_features
440000960808	0.00915	FMBA_IgM+	FMBA_features
440001020101	0.0191	FMBA_healthy	FMBA_features
440001090808	0.0204	FMBA_IgM+	FMBA_features
440001540808	0.023	FMBA_healthy	FMBA_features
440001980101	0.0195	FMBA_healthy	FMBA_features
440002200808	0.02105	FMBA_healthy	FMBA_features
440002510808	0.02875	FMBA_healthy	FMBA_features
440003380808	0.02375	FMBA_healthy	FMBA_features
460000110808	0.0169	FMBA_IgM+	FMBA_features
460000160808	0.01525	FMBA_IgM-_IgG+	FMBA_features
460000170808	0.0151	FMBA_IgM+	FMBA_features
460000180808	0.01505	FMBA_IgM-_IgG+	FMBA_features
460000280808	0.01995	FMBA_IgM+	FMBA_features
460000440808	0.01835	FMBA_IgM+	FMBA_features
460000690808	0.02465	FMBA_IgM-_IgG+	FMBA_features
460000880808	0.0095	FMBA_IgM-_IgG+	FMBA_features
460000890808	0.01025	FMBA_IgM+	FMBA_features
460000920808	0.00835	FMBA_healthy	FMBA_features
460000990808	0.02355	FMBA_IgM+	FMBA_features
460001010808	0.0083	FMBA_IgM+	FMBA_features
460001030808	0.01035	FMBA_IgM+	FMBA_features
460001050808	0.0165	FMBA_IgM+	FMBA_features
460001060808	0.01365	FMBA_IgM-_IgG+	FMBA_features
460001100808	0.00935	FMBA_IgM-_IgG+	FMBA_features
460001120808	0.011	FMBA_IgM+	FMBA_features
460001130808	0.011	FMBA_IgM-_IgG+	FMBA_features
460001200808	0.01915	FMBA_healthy	FMBA_features
460001280808	0.0162	FMBA_healthy	FMBA_features
460001300808	0.0145	FMBA_IgM-_IgG+	FMBA_features
460001480808	0.0135	FMBA_IgM+	FMBA_features
460001930808	0.0208	FMBA_IgM-_IgG+	FMBA_features
460002020808	0.0199	FMBA_healthy	FMBA_features
460002030808	0.0166	FMBA_IgM-_IgG+	FMBA_features
460002050808	0.0119	FMBA_IgM-_IgG+	FMBA_features
460002220808	0.0138	FMBA_IgM+	FMBA_features
460002230808	0.0138	FMBA_healthy	FMBA_features
460002650808	0.01545	FMBA_IgM-_IgG+	FMBA_features
460002740808	0.00935	FMBA_IgM-_IgG+	FMBA_features
460004460808	0.01035	FMBA_IgM-_IgG+	FMBA_features
470001040807	0.0246	FMBA_IgM-_IgG+	FMBA_features
470001090807	0.0317	FMBA_IgM-_IgG+	FMBA_features
470001130807	0.02725	FMBA_IgM-_IgG+	FMBA_features
470001210807	0.0246	FMBA_IgM+	FMBA_features
470001410807	0.02705	FMBA_IgM+	FMBA_features
470001420807	0.02505	FMBA_healthy	FMBA_features
470001430807	0.0209	FMBA_healthy	FMBA_features
470001440807	0.01665	FMBA_IgM+	FMBA_features
470001450807	0.0278	FMBA_healthy	FMBA_features
470001470807	0.0266	FMBA_healthy	FMBA_features
470001580807	0.0232	FMBA_IgM+	FMBA_features
470001590807	0.0244	FMBA_healthy	FMBA_features
470001660807	0.0232	FMBA_healthy	FMBA_features
470002530808	0.02495	FMBA_healthy	FMBA_features
470002910807	0.02365	FMBA_IgM-_IgG+	FMBA_features
470003030807	0.02305	FMBA_IgM+	FMBA_features
470003430807	0.03125	FMBA_IgM+	FMBA_features
470003550807	0.02185	FMBA_IgM+	FMBA_features
470004390807	0.0242	FMBA_healthy	FMBA_features
500000010808	0.0217	FMBA_IgM+	FMBA_features
500000140808	0.02615	FMBA_IgM-_IgG+	FMBA_features
500000230808	0.01125	FMBA_IgM+	FMBA_features
500000410808	0.0242	FMBA_IgM+	FMBA_features
500000530808	0.02575	FMBA_healthy	FMBA_features
500000570808	0.0181	FMBA_IgM-_IgG+	FMBA_features
500000580808	0.02675	FMBA_IgM-_IgG+	FMBA_features
500000860808	0.0213	FMBA_IgM+	FMBA_features
500000910808	0.02195	FMBA_healthy	FMBA_features
500000950808	0.01815	FMBA_IgM-_IgG+	FMBA_features
500000990808	0.02055	FMBA_healthy	FMBA_features
500001010808	0.0259	FMBA_healthy	FMBA_features
500001040808	0.0245	FMBA_healthy	FMBA_features
500001140808	0.02295	FMBA_IgM-_IgG+	FMBA_features
500001200807	0.02835	FMBA_healthy	FMBA_features
500001210807	0.0261	FMBA_healthy	FMBA_features
500001220808	0.025	FMBA_healthy	FMBA_features
500001230808	0.03425	FMBA_healthy	FMBA_features
500001240808	0.02565	FMBA_healthy	FMBA_features
500001250808	0.02735	FMBA_healthy	FMBA_features
500001270808	0.02345	FMBA_healthy	FMBA_features
500001300807	0.0196	FMBA_healthy	FMBA_features
500001310807	0.02075	FMBA_healthy	FMBA_features
500001320807	0.0288	FMBA_healthy	FMBA_features
500001360808	0.02935	FMBA_healthy	FMBA_features
500001380808	0.0286	FMBA_healthy	FMBA_features
500001390808	0.0335	FMBA_healthy	FMBA_features
500001400808	0.0223	FMBA_healthy	FMBA_features
500001470808	0.02365	FMBA_IgM+	FMBA_features
500001490808	0.02695	FMBA_IgM+	FMBA_features
500001620808	0.0313	FMBA_IgM+	FMBA_features
500001920808	0.0284	FMBA_IgM+	FMBA_features
500001990808	0.02485	FMBA_IgM+	FMBA_features
500002020808	0.0195	FMBA_IgM-_IgG+	FMBA_features
500002190807	0.0255	FMBA_healthy	FMBA_features
500003040808	0.0287	FMBA_IgM+	FMBA_features
500003530808	0.01145	FMBA_IgM-_IgG+	FMBA_features
500003560808	0.01105	FMBA_IgM+	FMBA_features
500003670808	0.01295	FMBA_IgM-_IgG+	FMBA_features
500003890808	0.01145	FMBA_healthy	FMBA_features
500003920808	0.0069	FMBA_healthy	FMBA_features
500003930808	0.00995	FMBA_IgM+	FMBA_features
500003940808	0.0087	FMBA_healthy	FMBA_features
500003950808	0.0102	FMBA_healthy	FMBA_features
500003960808	0.01085	FMBA_IgM-_IgG+	FMBA_features
500004080808	0.009	FMBA_IgM+	FMBA_features
500004190808	0.01175	FMBA_healthy	FMBA_features
540000070808	0.01495	FMBA_IgM+	FMBA_features
540000140808	0.009	FMBA_IgM+	FMBA_features
540001040808	0.0136	FMBA_IgM+	FMBA_features
540001400808	0.01365	FMBA_IgM+	FMBA_features
540001440808	0.01135	FMBA_IgM+	FMBA_features
540001930808	0.01335	FMBA_IgM+	FMBA_features
540002120807	0.02115	FMBA_IgM-_IgG+	FMBA_features
540002140808	0.0117	FMBA_IgM+	FMBA_features
540002180808	0.01565	FMBA_IgM+	FMBA_features
540002260808	0.016	FMBA_IgM+	FMBA_features
540002270808	0.01485	FMBA_IgM+	FMBA_features
540002290808	0.012	FMBA_IgM+	FMBA_features
540002380807	0.02235	FMBA_IgM-_IgG+	FMBA_features
540002400808	0.0123	FMBA_IgM+	FMBA_features
540002490807	0.0155	FMBA_IgM-_IgG+	FMBA_features
540002570808	0.01305	FMBA_healthy	FMBA_features
540002580808	0.01085	FMBA_healthy	FMBA_features
540002590808	0.0191	FMBA_healthy	FMBA_features
540002610808	0.01645	FMBA_healthy	FMBA_features
540002620808	0.01405	FMBA_healthy	FMBA_features
540002630808	0.0173	FMBA_IgM+	FMBA_features
540002650808	0.0143	FMBA_healthy	FMBA_features
540002660808	0.01995	FMBA_healthy	FMBA_features
540002670808	0.01225	FMBA_healthy	FMBA_features
540002680808	0.02225	FMBA_healthy	FMBA_features
540002690808	0.0183	FMBA_healthy	FMBA_features
540002720807	0.0206	FMBA_healthy	FMBA_features
540002730808	0.01225	FMBA_IgM-_IgG+	FMBA_features
540002740807	0.0128	FMBA_healthy	FMBA_features
540002750807	0.01655	FMBA_healthy	FMBA_features
540002760807	0.01845	FMBA_healthy	FMBA_features
540002770807	0.02865	FMBA_healthy	FMBA_features
540002790807	0.01815	FMBA_healthy	FMBA_features
540002830808	0.01925	FMBA_IgM-_IgG+	FMBA_features
540002870808	0.01345	FMBA_IgM-_IgG+	FMBA_features
540002970808	0.01235	FMBA_IgM+	FMBA_features
540003020808	0.01065	FMBA_IgM-_IgG+	FMBA_features
540003220808	0.01305	FMBA_IgM-_IgG+	FMBA_features
540003240808	0.01385	FMBA_IgM-_IgG+	FMBA_features
540003270808	0.014	FMBA_IgM-_IgG+	FMBA_features
540003340808	0.0204	FMBA_IgM-_IgG+	FMBA_features
540003460808	0.0106	FMBA_IgM-_IgG+	FMBA_features
540003500808	0.0109	FMBA_IgM-_IgG+	FMBA_features
540003550808	0.02215	FMBA_IgM+	FMBA_features
540003570808	0.0173	FMBA_IgM-_IgG+	FMBA_features
540003600808	0.0176	FMBA_IgM-_IgG+	FMBA_features
540003680808	0.0153	FMBA_IgM+	FMBA_features
550000660808	0.0174	FMBA_healthy	FMBA_features
550000710808	0.0219	FMBA_healthy	FMBA_features
550000750808	0.0293	FMBA_healthy	FMBA_features
550001010808	0.02625	FMBA_healthy	FMBA_features
550001080808	0.02195	FMBA_healthy	FMBA_features
550001180808	0.02155	FMBA_healthy	FMBA_features
550001240808	0.0176	FMBA_healthy	FMBA_features
550001250808	0.02355	FMBA_healthy	FMBA_features
550001450808	0.0256	FMBA_healthy	FMBA_features
550001480808	0.0304	FMBA_healthy	FMBA_features
550001520808	0.0277	FMBA_healthy	FMBA_features
550001540808	0.0329	FMBA_healthy	FMBA_features
550001560808	0.02085	FMBA_healthy	FMBA_features
550001590808	0.02855	FMBA_healthy	FMBA_features
550001600808	0.02725	FMBA_healthy	FMBA_features
550001610808	0.0195	FMBA_healthy	FMBA_features
550001640808	0.0279	FMBA_healthy	FMBA_features
550001670808	0.0218	FMBA_healthy	FMBA_features
550001680808	0.02845	FMBA_healthy	FMBA_features
550001690808	0.01925	FMBA_healthy	FMBA_features
550001850808	0.02515	FMBA_healthy	FMBA_features
550002130808	0.0256	FMBA_healthy	FMBA_features
550002140808	0.0209	FMBA_healthy	FMBA_features
550002260807	0.0241	FMBA_healthy	FMBA_features
550002480808	0.0271	FMBA_healthy	FMBA_features
550002510808	0.024	FMBA_healthy	FMBA_features
550002560808	0.02715	FMBA_healthy	FMBA_features
550002580808	0.023	FMBA_healthy	FMBA_features
550002620808	0.0241	FMBA_healthy	FMBA_features
550002630808	0.02405	FMBA_healthy	FMBA_features
550002640808	0.03105	FMBA_healthy	FMBA_features
550002650808	0.02085	FMBA_healthy	FMBA_features
550002660808	0.0218	FMBA_healthy	FMBA_features
550002670808	0.01955	FMBA_healthy	FMBA_features
550002680808	0.0253	FMBA_healthy	FMBA_features
550002690808	0.02515	FMBA_healthy	FMBA_features
550002710808	0.0213	FMBA_healthy	FMBA_features
550002890807	0.0175	FMBA_IgM+	FMBA_features
550002940807	0.0152	FMBA_IgM+	FMBA_features
550002950807	0.01135	FMBA_IgM+	FMBA_features
550003000807	0.0128	FMBA_IgM+	FMBA_features
550003210807	0.02145	FMBA_healthy	FMBA_features
550003230807	0.02335	FMBA_healthy	FMBA_features
550003260808	0.0335	FMBA_healthy	FMBA_features
550003350807	0.0238	FMBA_healthy	FMBA_features
550003360807	0.01995	FMBA_healthy	FMBA_features
550003370807	0.0286	FMBA_healthy	FMBA_features
550004220808	0.01755	FMBA_healthy	FMBA_features
580001990808	0.0222	FMBA_healthy	FMBA_features
590002090808	0.0108	FMBA_IgM-_IgG+	FMBA_features
590002140808	0.00905	FMBA_IgM-_IgG+	FMBA_features
590002150808	0.01405	FMBA_IgM-_IgG+	FMBA_features
590002210808	0.01255	FMBA_IgM+	FMBA_features
